id,code,name
facturacion_hacienda.codigo_actividad30,14003,FUMIGACION DE CULTIVOS
facturacion_hacienda.codigo_actividad31,14004,SERVICIO DE PLANTACION DE ARBOLES Y SIMILARES
facturacion_hacienda.codigo_actividad32,14005,MANEJO E INSTALACION DE SISTEMAS DE RIEGO
facturacion_hacienda.codigo_actividad33,15001,"CAZA ORDINARIA MEDIANTE TRAMPAS, Y REPOBLACION DE ANIMALES DE CAZA"
facturacion_hacienda.codigo_actividad34,20001,VENTA DE ARBOLES EN PIE (ARBOLES DE REFORESTACION)
facturacion_hacienda.codigo_actividad35,20002,EXTRACCION Y/O VENTA DE MADERA
facturacion_hacienda.codigo_actividad36,20005,"ACTIVIDADES DE CONSERVACIÓN DE BOSQUES. (SERVICIOS AMBIENTALES, VENTA DE OXÍGENO)"
facturacion_hacienda.codigo_actividad37,50001,PESCADORES ARTESANALES EN PEQ. ESCALA
facturacion_hacienda.codigo_actividad38,50002,PESCADORES ARTESANALES MEDIOS
facturacion_hacienda.codigo_actividad39,50003,"CRIADERO DE PECES, CRUSTACEOS O MOLUSCOS. COMERCIALIZACION DE LARVAS DE ESPECIES"
facturacion_hacienda.codigo_actividad40,50005,PESCADORES EN GRAN ESCALA
facturacion_hacienda.codigo_actividad41,101001,EXTRACCION Y AGLOMERACION DE CARBON DE PIEDRA
facturacion_hacienda.codigo_actividad42,111001,EXTRACCION DE PETROLEO CRUDO Y GAS NATURAL
facturacion_hacienda.codigo_actividad43,120001,EXTRACCIÓN DE MINERALES DE URANIO Y TORIO
facturacion_hacienda.codigo_actividad44,141001,"EXTRACCION DE PIEDRA, ARENA Y ARCILLA"
facturacion_hacienda.codigo_actividad45,142101,EXTRACCION DE MINERALES Y SUSTANCIAS PARA LA FABRICACION DEABONOS
facturacion_hacienda.codigo_actividad46,142201,EXTRACCION DE SAL
facturacion_hacienda.codigo_actividad47,142901,EXPLOTACION DE OTRAS MINAS Y CANTERAS N.C.P.
facturacion_hacienda.codigo_actividad48,142902,VENTA DE ASFALTO/MEZCLA ASFALTICA
facturacion_hacienda.codigo_actividad49,151101,"ELABORACION Y CONSERVACIÓN DE CARNE  Y EMBUTIDOS DE GANADO VACUNO, PORCINO  Y DE AVES"
facturacion_hacienda.codigo_actividad50,151102,OPERACIÓN DE MATADEROS QUE REALIZAN ACTIVIDADES DE MATANZA DE ANIMALES
facturacion_hacienda.codigo_actividad51,151103,PRODUCCION DE CUEROS Y PIELES SIN CURTIR
facturacion_hacienda.codigo_actividad52,151105,"PRODUCCION Y VENTA DE EMBUTIDOS EMPACADOS, ENVASADO Y ENLATADO"
facturacion_hacienda.codigo_actividad53,151201,"ELABORACIóN Y CONSERVACIóN DE PESCADO, CRUSTÁCEOS Y MOLUSCOS"
facturacion_hacienda.codigo_actividad54,151301,"ELABORACION Y CONSERVACION DE FRUTAS, LEGUMBRES Y HORTALIZAS"
facturacion_hacienda.codigo_actividad55,151304,PRODUCCIóN DE CONCENTRADOS PARA JUGOS (CITRICULTURA)
facturacion_hacienda.codigo_actividad56,151401,ELABORACION Y VENTA DE ACEITES  Y GRASAS DE ORIGEN VEGETAL Y ANIMAL
facturacion_hacienda.codigo_actividad57,152001,PRODUCCIóN DE HELADOS Y OTROS PRODUCTOS SIMILARES
facturacion_hacienda.codigo_actividad58,152002,ELABORACIÓN Y VENTA DE PRODUCTOS LÁCTEOS NO INCLUIDOS EN CANASTA BÁSICA
facturacion_hacienda.codigo_actividad59,152003,ELABORACIÓN DE PRODUCTOS DE MOLINERÍA NO INCLUIDOS CANASTA BÁSICA
facturacion_hacienda.codigo_actividad60,153101,SERVICIO DE MOLIENDA
facturacion_hacienda.codigo_actividad61,153102,ELABORACIÓN DE PRODUCTOS DE MOLINERÍA NO INCLUIDOS CANASTA BÁSICA
facturacion_hacienda.codigo_actividad62,153103,BENEFICIO DE ARROZ
facturacion_hacienda.codigo_actividad63,153104,ELABORACIÓN DE PRODUCTOS DE MOLINERÍA INCLUIDOS EN CANASTA BÁSICA
facturacion_hacienda.codigo_actividad64,153201,ELABORACION DE PRODUCTOS DERIVADOS DE ALMIDON
facturacion_hacienda.codigo_actividad65,153301,ELABORACION DE ALIMENTOS PARA ANIMALES DESTINADOS AL CONSUMO HUMANO
facturacion_hacienda.codigo_actividad66,153302,ELABORACION DE PACAS DE HENO
facturacion_hacienda.codigo_actividad67,154101,VENTA DE PAN Y OTROS PRODUCTOS SIMILARES GRAVADOS CON IVA
facturacion_hacienda.codigo_actividad68,154102,ELABORACIÓN Y VENTA DE PRODUCTOS DE PANADERIA NO INCLUIDOS EN CANASTA BÁSICA 
facturacion_hacienda.codigo_actividad69,154104,ELABORACIÓN Y VENTA DE PRODUCTOS DE PANADERIA INCLUIDOS EN CANASTA BÁSICA
facturacion_hacienda.codigo_actividad70,154201,ELABORACIÓN  Y VENTA DE AZÚCAR Y PRODUCTOS DERIVADOS DE LA CAÑA DE AZÚCAR
facturacion_hacienda.codigo_actividad71,154301,ELABORACION DE CACAO
facturacion_hacienda.codigo_actividad72,154302,ELABORACIÓN DE CHOCOLATE
facturacion_hacienda.codigo_actividad73,154303,"ELABORACION DE DULCES, GOLOSINAS Y CONSERVAS EN AZUCAR"
facturacion_hacienda.codigo_actividad74,154401,"ELABORACIÓN DE MACARRONES, FIDEOS, ALCUZCUZ Y PRODUCTOS FARINÁCEOS SIMILARES"
facturacion_hacienda.codigo_actividad75,154402,"ELABORACIÓN DE MACARRONES, FIDEOS, ALCUZCUZ Y PRODUCTOS FARINÁCEOS SIMILARES INCLUIDOS EN CANASTA BÁSICA"
facturacion_hacienda.codigo_actividad76,154902,FABRICACION DE PRODUCTOS ALIMENTICIOS PREPARADOS N.C.P. (NO CONTEMPLADOS EN OTRA
facturacion_hacienda.codigo_actividad77,154903,FABRICACIóN DE HIELO
facturacion_hacienda.codigo_actividad78,154904,"FABRICACIóN DE CAFÉ (EXCEPTO EL ENVASADO, ENLATADO, SOLUBLEY EL DESCAFEINADO)"
facturacion_hacienda.codigo_actividad79,154905,ELABORACION DE PRODUCTOS DE MAIZ EXENTOS DE IVA
facturacion_hacienda.codigo_actividad80,154908,ELABORACION DE PRODUCTOS DE MAIZ GRAVADOS CON IVA
facturacion_hacienda.codigo_actividad81,155101,ELABORAC. RECTIFICAC MEZCLA BEBIDAS ALCOHOLICAS/PROD. DE ALCOHOL ETÍLICO (SUSTAN
facturacion_hacienda.codigo_actividad82,155103,ELABORACION DE BEBIDAS CON PORCENTAJE DE ALCOHOL POR VOLUMEN MENOR AL 15%.
facturacion_hacienda.codigo_actividad83,155301,ELABORACION DE BEBIDAS MALTEADAS Y DE MALTA NO ARTESANALES
facturacion_hacienda.codigo_actividad84,155302,ELABORACION ARTESANAL DE BEBIDAS MALTEADAS Y DE MALTA.
facturacion_hacienda.codigo_actividad85,155403,ELABORACION DE BEBIDAS NO ALCOHOLICAS / GASEOSAS / AGUA MINERAL Y DE MANANTIAL
facturacion_hacienda.codigo_actividad86,155404,ELABORACION DE CONCENTRADO PARA BEBIDAS NATURALES Y GASEOSAS
facturacion_hacienda.codigo_actividad87,160001,ELABORACION DE PRODUCTOS DE TABACO
facturacion_hacienda.codigo_actividad88,171101,FABRICACION DE TODO TIPO DE TELAS Y/O HILOS
facturacion_hacienda.codigo_actividad89,171201,MAQUILA DE PRODUCTOS TEXTILES
facturacion_hacienda.codigo_actividad90,171202,HIDROFUGADO/IMPERMEABILIZADO
facturacion_hacienda.codigo_actividad91,172101,"FABRICACION DE ARTICULOS CONFECCIONADOS DE MATERIALES TEXTILES, EXEPTO PRENDAS D"
facturacion_hacienda.codigo_actividad92,172103,DISEÑO ARTISTICO PARA COSTURA (MOLDES)
facturacion_hacienda.codigo_actividad93,172201,FABRICACION DE TAPICES Y ALFOMBRAS
facturacion_hacienda.codigo_actividad94,172301,"FABRICACION DE CUERDAS, CORDELES,BRAMANTES Y REDES"
facturacion_hacienda.codigo_actividad95,172302,FABRICACION DE HILOS Y CUERDAS PARA USO AGRICOLA Y PESCA
facturacion_hacienda.codigo_actividad96,172902,SERVICIO DE BORDADO A MANO O A MAQUINA
facturacion_hacienda.codigo_actividad97,173001,FABRICACION DE TEJDOS Y ARTICULOS DE PUNTO Y GANCHILLO
facturacion_hacienda.codigo_actividad98,181001,SERVICIOS DE COSTURA Y SASTRERIA (COSTURERAS Y SASTRES)
facturacion_hacienda.codigo_actividad99,181002,FABRICACION DE PRENDAS DE VESTIR (ROPA DE TODO TIPO)
facturacion_hacienda.codigo_actividad100,182001,ADOBO Y TEÑIDO DE PIELES FABRICACIÓN DE ARTÍCULOS DE PIEL NATURAL O ARTIFICIAL
facturacion_hacienda.codigo_actividad101,191101,"FABRICACIóN DE MALETAS, BOLSOS DE MANO Y ARTICULOS SIMILARES"
facturacion_hacienda.codigo_actividad102,192001,FABRICACION DE  TODO TIPO DE ZAPATOS EXEPTO EL ORTOPEDICO
facturacion_hacienda.codigo_actividad103,201002,ASERRADO Y ACEPILLADURA DE MADERA
facturacion_hacienda.codigo_actividad104,202101,"FABRICACIÓN DE HOJAS DE MADERA PARA ENCHAPADO Y TABLEROS COMO PLYWOOD, DURPANEL"
facturacion_hacienda.codigo_actividad105,202201,FABRICACION DE PARTES Y PIEZAS DE CARPINTERIA PARA EDIFICIOS Y CONSTRUCCIONES
facturacion_hacienda.codigo_actividad106,202301,FABRICACIóN DE TARIMAS
facturacion_hacienda.codigo_actividad107,202902,"FABRICACIóN  Y/O VENTA DE ATAUDES (CAJAS MORTUORIAS, FERETROS)."
facturacion_hacienda.codigo_actividad108,210101,FABRICACION DE PAPEL Y CARTON Y ENVASES DE PAPEL Y CARTON
facturacion_hacienda.codigo_actividad109,210201,FABRICACION DE OTROS ARTICULOS DE PAPEL Y CARTON
facturacion_hacienda.codigo_actividad110,221101,EDICION DE LIBROS DE TEXTOS
facturacion_hacienda.codigo_actividad111,221201,"EDICION DE PERIODICOS, REVISTAS Y OTRAS PUBLICACIONES PERIODICAS"
facturacion_hacienda.codigo_actividad112,221901,ARTES GRáFICAS
facturacion_hacienda.codigo_actividad113,222102,TIPOGRAFIA  Y/O LITOGRAFIA (IMPRENTA)
facturacion_hacienda.codigo_actividad114,222104,IMPRESIÓN DIGITAL
facturacion_hacienda.codigo_actividad115,222105,SERIGRAFIA
facturacion_hacienda.codigo_actividad116,223001,REPRODUCCION DE GRABACIONES
facturacion_hacienda.codigo_actividad117,232001,REFINERIAS DE PETROLEO
facturacion_hacienda.codigo_actividad118,232002,FABRICACIÓN DE PRODUCTOS DIVERSOS DERIVADOS DEL PETRÓLEO
facturacion_hacienda.codigo_actividad119,232005,ELABORACION DE BIOCOMBUSTIBLES
facturacion_hacienda.codigo_actividad120,241101,FABRICACION DE SUSTANCIAS QUIMICAS Y GASES INDUSTRIALES EXCEPTO ABONOS
facturacion_hacienda.codigo_actividad121,241201,FABRICACION DE ABONOS Y COMPUESTOS DE NITROGENO (ORGANICOS Y QUIMICOS)
facturacion_hacienda.codigo_actividad122,241301,FABRICACION DE PLASTICOS Y CAUCHO SINTETICO EN FORMAS PRIMARIAS
facturacion_hacienda.codigo_actividad123,241302,FABRICACIÓN DE RESINAS
facturacion_hacienda.codigo_actividad124,242101,FABRICACION DE PLAGUICIDAS Y OTROS PRODUCTOS QUIMICOS DE USO AGROPECUARIO
facturacion_hacienda.codigo_actividad125,242201,"FABRICACIÓN DE PINTURAS, BARNICES Y PRODUCTOS DE REVESTIMI-TO SIMILARES"
facturacion_hacienda.codigo_actividad126,242202,FABRICACION DE TINTAS DE IMPRENTAS
facturacion_hacienda.codigo_actividad127,242301,"FABRICACIÓN PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS  Y PRODUCTOS BOTANICOS"
facturacion_hacienda.codigo_actividad128,242401,"FABRICACION JABONES, DETERGENTES, PREPARADOS DE TOCADOR, PARA LIMPIAR PULIR "
facturacion_hacienda.codigo_actividad129,242404,FABRICACION DE JABONES DE TOCADOR
facturacion_hacienda.codigo_actividad130,242405,FABRICACION DE JABONES PARA LAVAR (EXCEPTO PREPARACIONES TENSO ACTIVAS USADAS
facturacion_hacienda.codigo_actividad131,242406,"FABRICACION DE CERAS, ABRILLANTADORES, LUSTRADORES Y PREPARACIONES SIMILARES"
facturacion_hacienda.codigo_actividad132,242901,FABRICACION DE OTROS PRODUCTOS QUIMICOS.
facturacion_hacienda.codigo_actividad133,242902,FABRICACION DE PEGAMENTOS Y ADHESIVOS
facturacion_hacienda.codigo_actividad134,242903,REPARACION DE ARMAS DE FUEGO
facturacion_hacienda.codigo_actividad135,243001,FABRICACION DE FIBRAS SINTETICAS
facturacion_hacienda.codigo_actividad136,251101,FABRICACION DE LLANTAS Y CUBIERTAS PARA EQUIPO Y MAQUINARIAMOVIL
facturacion_hacienda.codigo_actividad137,251102,REENCAUCHADORA DE LLANTAS
facturacion_hacienda.codigo_actividad138,251901,FABRICACIÓN DE OTROS PRODUCTOS DE CAUCHO
facturacion_hacienda.codigo_actividad139,252001,FABRICACION DE ARTICULOS DE PLASTICO
facturacion_hacienda.codigo_actividad140,261001,FABRICACION DE VIDRIO Y PRODUCTOS DE VIDRIO
facturacion_hacienda.codigo_actividad141,269101,FABRICACIÓN PRODUCTOS DE CERÁMICA BARRO LOZA Y/O PORCELANANO REFRACTARIA USO NO ESTRUCTURAL
facturacion_hacienda.codigo_actividad142,269201,FABRICACION DE PRODUCTOS DE CERAMICA REFRACTARIA
facturacion_hacienda.codigo_actividad143,269301,FABRICACIÓN DE PRODUCTOS DE ARCILLA Y CERÁMICA NO REFRACTARIAS PARA USO ESTRUCTURAL
facturacion_hacienda.codigo_actividad144,269401,"FABRICACIÓN Y/O VENTA DE CEMENTO, CAL Y YESO"
facturacion_hacienda.codigo_actividad145,269501,"FABRICACION DE ARTÍCULOS DE CEMENTO, YESO Y HORMIGON PARA LA CONSTRUCCION"
facturacion_hacienda.codigo_actividad146,269601,"CORTE, TALLADO Y ACABADO DE LA PIEDRA"
facturacion_hacienda.codigo_actividad147,269901,FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS N.C.P.
facturacion_hacienda.codigo_actividad148,271001,INDUSTRIAS BÁSICAS DE HIERRO Y ACERO
facturacion_hacienda.codigo_actividad149,272001,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y METALES NO FERROSOS
facturacion_hacienda.codigo_actividad150,273101,FUNDICION DE HIERRO Y ACERO
facturacion_hacienda.codigo_actividad151,273201,FUNDICIÓN DE METALES NO FERROSOS
facturacion_hacienda.codigo_actividad152,281101,FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL
facturacion_hacienda.codigo_actividad153,281201,"FABRICACIÓN DE TANQUES, DEPÓSITOS Y RECIPIENTES DE METAL"
facturacion_hacienda.codigo_actividad154,281301,"FABRICACIÓN GENERADORES DE VAPOR, EXCEPTO CALDERAS DE AGUA CALIENTE PARA CALEFACCIÓN"
facturacion_hacienda.codigo_actividad155,289201,SERVICIOS DE SOLDADURA
facturacion_hacienda.codigo_actividad156,289202,SERVICIO DE TRATAMIENTO Y REVESTIMIENTO DE TODO TIPO DE MATERIALES
facturacion_hacienda.codigo_actividad157,289302,HOJALATERIA
facturacion_hacienda.codigo_actividad158,289304,TALLER DE MECáNICA DE PRECISIÓN
facturacion_hacienda.codigo_actividad159,289305,"FABRICACION DE PIEZAS, ARTICULOS Y ACCESORIOS DE METAL INCLUYE LAS CERRAJERIAS."
facturacion_hacienda.codigo_actividad160,289306,SERVICIOS DE TORNO (MECANICA DE PRECISION)
facturacion_hacienda.codigo_actividad161,289902,FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.
facturacion_hacienda.codigo_actividad162,290001,SERVICIO DE REPARACION DE MAQUINARIA Y EQUIPO.
facturacion_hacienda.codigo_actividad163,290003,SERVICIO DE MANTENIMIENTO DE MAQUINARIA Y EQUIPO.
facturacion_hacienda.codigo_actividad164,291101,"FABRICACIÓN DE MOTORES Y TURBINAS, EXCEPTO MOTORES PARA AERONAVES, VEHÍCULOS AUT"
facturacion_hacienda.codigo_actividad165,291201,"FABRICACIÓN DE BOMBAS, COMPRESORES, GRIFOS Y VÁLVULAS"
facturacion_hacienda.codigo_actividad166,291202,VENTA DE BOMBAS DE AGUA
facturacion_hacienda.codigo_actividad167,291401,FABRICACIÓN DE HORNOS Y QUEMADORES
facturacion_hacienda.codigo_actividad168,291901,REPARACION DE EQUIPO DE REFRIGERACION Y CONGELACION
facturacion_hacienda.codigo_actividad169,291903,INSTALACION Y/O MANTENIMIENTO DE EQUIPO DE REFRIGERACION Y CONGELACION
facturacion_hacienda.codigo_actividad170,292101,FABRICACION DE MAQUINARIA AGRICOLA
facturacion_hacienda.codigo_actividad171,292201,FABRICACIÓN DE MÁQUINAS HERRAMIENTA
facturacion_hacienda.codigo_actividad172,292301,FABRICACIÓN DE MAQUINARIA METALÚRGICA
facturacion_hacienda.codigo_actividad173,292401,FABRICACIÓN DE MAQUINARIA PARA LA EXPLOTACIÓN DE MINAS Y CANTERAS 
facturacion_hacienda.codigo_actividad174,292402,PERFORACION DE POZOS
facturacion_hacienda.codigo_actividad175,292501,"FABRICACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS,BEBIDAS Y TABACO"
facturacion_hacienda.codigo_actividad176,292601,"FABRICACIÓN MAQUINARIA PARA LA ELABORACIÓN DE PRODUCTOS TEXTILES, PRENDAS DE VES"
facturacion_hacienda.codigo_actividad177,292701,FABRICACIÓN DE ARMAS Y MUNICIONES
facturacion_hacienda.codigo_actividad178,292901,FABRICACIÓN DE OTROS TIPOS DE MAQUINARIA DE USO ESPECIAL
facturacion_hacienda.codigo_actividad179,293001,FABRICACIÓN DE APARATOS DE USO DOMÉSTICO N.C.P.
facturacion_hacienda.codigo_actividad180,300001,"FABRICACIÓN DE MAQUINARIA DE OFICINA, CONTABILIDAD E INFORMÁTICA"
facturacion_hacienda.codigo_actividad181,311001,"FABRICACION DE MOTORES, GENERADORES Y TRANSFORMADORES ELECTRICOS, PARTES Y ACCESORIOS"
facturacion_hacienda.codigo_actividad182,313001,FABRICACIÓN DE HILOS Y CABLES AISLADOS
facturacion_hacienda.codigo_actividad183,314001,"FABRICACION DE PILAS, BATERIAS Y ACUMULADORES"
facturacion_hacienda.codigo_actividad184,315001,FABRICACION DE LAMPARAS ELECTRICAS Y EQUIPO DE ILUMINACION
facturacion_hacienda.codigo_actividad185,319001,FABRICACIÓN DE OTROS TIPOS DE EQUIPO ELÉCTRICO N.C.P.
facturacion_hacienda.codigo_actividad186,321001,MANUFACTURA O FABRICACION DE OTROS COMPONENTES ELECTRONICOS
facturacion_hacienda.codigo_actividad187,321002,DISEÑO DE COMPONENTES ELECTRONICOS
facturacion_hacienda.codigo_actividad188,322001,FABRICACION DE TRANSMISORES Y RECEPTORES DE RADIO Y TELEVISION
facturacion_hacienda.codigo_actividad189,331101,FABRICACION  DE PROTESIS EN GENERAL
facturacion_hacienda.codigo_actividad190,331102,FABRICACION Y COMERCIALIZACION DE EQUIPO MEDICO
facturacion_hacienda.codigo_actividad191,331103,FABRICACION Y COMERCIALIZACION DE ZAPATOS ORTOPEDICOS
facturacion_hacienda.codigo_actividad192,331201,"FABRICACIÓN DE EQUIPOS PARA MEDIR, VERIFICAR, Y NAVEGAR Y DE EQUIPOS DE CONTROL"
facturacion_hacienda.codigo_actividad193,332001,FABRICACIÓN DE INSTRUMENTOS OPTICOS Y EQUIPO FOTOGRÁFICO
facturacion_hacienda.codigo_actividad194,333001,FABRICACION DE RELOJES DE TODO TIPO
facturacion_hacienda.codigo_actividad195,341001,FABRICACIÓN DE VEHÍCULOS AUTOMOTORES
facturacion_hacienda.codigo_actividad196,342001,"FABRICACIÓN DE CARROCERÍAS PARA VEHÍCULOS AUTOMOTORES, REMOLQUES Y SEMIREMOLQUES"
facturacion_hacienda.codigo_actividad197,34200,2 FABRICACION DE CARROCERIAS PARA CAMIONES DE LAS PARTIDAS ARANCELARIAS 870790002
facturacion_hacienda.codigo_actividad198,343001,"FABRICACIÓN DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES"
facturacion_hacienda.codigo_actividad199,351101,SERVICIO DE REPARACION DE EMBARCACIONES Y SUS PARTES Y/O ESTRUCTURAS FLOTANTES
facturacion_hacienda.codigo_actividad200,351102,CONSTRUCCION DE EMBARCACIONES Y ESTRUCTURAS FLOTANTES
facturacion_hacienda.codigo_actividad201,351103,VENTA DE EMBARCACIONES DE MOTOR Y VELA
facturacion_hacienda.codigo_actividad202,352001,FABRICACIÓN DE LOCOMOTORAS Y  MATERIAL RODANTE PARA FERROCARRILES Y TRANVÍAS
facturacion_hacienda.codigo_actividad203,353001,FABRICACIÓN DE AERONAVES Y NAVES ESPACIALES Y MAQUINARIA CONEXA
facturacion_hacienda.codigo_actividad204,359101,"FABRICACIÓN DE MOTOCICLETAS, PARTES, PIEZAS Y SUS ACCESORIOS"
facturacion_hacienda.codigo_actividad205,359201,"FABRICACION DE BICICLETAS Y SILLAS DE RUEDAS, PARTES, PIEZAS Y SUS ACCESORIOS"
facturacion_hacienda.codigo_actividad206,359901,FABRICACIÓN DE OTROS TIPOS DE EQUIPO DE TRANSPORTE N.C.P.
facturacion_hacienda.codigo_actividad207,361001,FABRICACION Y/O REPARACION DE MUEBLES Y ACCESORIOS (INCLUYECOLCHONES)
facturacion_hacienda.codigo_actividad208,361002,REPARACIóN DE TAPICERíA
facturacion_hacienda.codigo_actividad209,361004,MAQUILA DE MUEBLES
facturacion_hacienda.codigo_actividad210,369101,"FABRICACIÓN DE JOYAS, BISUTERIA Y ARTÍCULOS CONEXOS"
facturacion_hacienda.codigo_actividad211,369201,"FABRICACION DE INSTRUMENTOS MUSICALES, PARTES Y PIEZAS Y SUS ACCESORIOS"
facturacion_hacienda.codigo_actividad212,369301,FABRICACIÓN DE ARTÍCULOS DE DEPORTE
facturacion_hacienda.codigo_actividad213,369401,FABRICACION DE JUEGOS Y JUGUETES
facturacion_hacienda.codigo_actividad214,369901,FABRICACIÓN DE  ESCOBAS
facturacion_hacienda.codigo_actividad215,369902,"FABRICACIóN DE VELAS (CANDELAS) EXCEPTO LAS PERFUMADAS, COLOREADAS Y DECORADAS."
facturacion_hacienda.codigo_actividad216,369903,"FABRICACIóN DE VELAS COLOREADAS, PERFUMADAS Y DECORADAS"
facturacion_hacienda.codigo_actividad217,369904,"FABRICACION DE SELLOS DE MANO, METAL O HULE (CAUCHO)"
facturacion_hacienda.codigo_actividad218,371001,RECICLAJE DE DESPERDICIOS Y DESECHOS METáLICOS
facturacion_hacienda.codigo_actividad219,372001,RECICLAJE DE OTRO TIPO DE MATERIALES N.C.P.
facturacion_hacienda.codigo_actividad220,372003,RECICLAJE DE PAPEL Y PLASTICO Y MATERIALES RELACIONADOS
facturacion_hacienda.codigo_actividad221,401002,"GENERACIÓN Y/O DISTRIBUCION DE ENERGIA ELECTRICA (HIDRAULICA,CONVENCIONAL, TERMI"
facturacion_hacienda.codigo_actividad222,401004,"FABRICACION, ENSAMBLE Y VENTA DE SISTEMAS PARA EL APROVECHAMIENTO DE ENERGIAS RE"
facturacion_hacienda.codigo_actividad223,402001,FABRICACIÓN DE GAS  DISTRIBUCIÓN DE COMBUSTIBLES GASEOSOS POR TUBERÍAS
facturacion_hacienda.codigo_actividad224,402002,INSTALACION Y VENTA DE TANQUES PARA GAS
facturacion_hacienda.codigo_actividad225,403001,SUMINISTRO DE VAPOR Y AIRE ACONDICIONADO
facturacion_hacienda.codigo_actividad226,410001,"CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA"
facturacion_hacienda.codigo_actividad227,451001,DEMOLICION DE EDIFICIOS Y OTRAS ESTRUCTURAS
facturacion_hacienda.codigo_actividad228,451002,PREPARACIóN DE TERRENOS
facturacion_hacienda.codigo_actividad229,452002,"CONSTRUCCION DE EDIFICIOS, APARTAMENTOS, CONDOMINIOS  Y CASAS DE HABITACION"
facturacion_hacienda.codigo_actividad230,452003,"MANTENIMIENTO, REPARACION Y AMPLIACIONES DE EDIFICIOS, APARTAMENTOS, CONDOMINIOS"
facturacion_hacienda.codigo_actividad231,452005,CONSTRUCCION Y MANTENIMIENTO DE CARRETERAS Y OTRAS VIAS
